,epoch,loss,accuracy,recall,precision,f1
0,0,0.58,0.7,[0.95 0.2 ],[0.71 0.38],[0.81 0.24]
1,1,0.48,0.77,[0.9  0.52],[0.79 0.72],[0.84 0.6 ]
2,2,0.46,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
3,3,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
4,4,0.43,0.81,[0.9  0.61],[0.82 0.76],[0.86 0.67]
5,5,0.42,0.81,[0.91 0.62],[0.83 0.77],[0.86 0.68]
6,6,0.4,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.69]
7,7,0.39,0.83,[0.91 0.65],[0.84 0.79],[0.87 0.71]
8,8,0.38,0.83,[0.91 0.67],[0.85 0.79],[0.88 0.72]
9,9,0.37,0.84,[0.91 0.69],[0.86 0.8 ],[0.88 0.73]
10,10,0.35,0.85,[0.92 0.71],[0.87 0.81],[0.89 0.75]
11,11,0.33,0.86,[0.92 0.73],[0.88 0.82],[0.9  0.77]
12,12,0.32,0.87,[0.93 0.76],[0.89 0.83],[0.9  0.79]
13,13,0.3,0.88,[0.93 0.78],[0.9  0.84],[0.91 0.81]
14,14,0.28,0.89,[0.93 0.8 ],[0.9  0.86],[0.92 0.82]
15,15,0.27,0.9,[0.94 0.81],[0.91 0.86],[0.92 0.83]
16,16,0.27,0.89,[0.93 0.8 ],[0.91 0.86],[0.92 0.82]
17,17,0.25,0.91,[0.95 0.83],[0.92 0.88],[0.93 0.85]
18,18,0.22,0.92,[0.95 0.84],[0.93 0.9 ],[0.94 0.87]
19,19,0.2,0.93,[0.96 0.86],[0.94 0.92],[0.95 0.89]
20,20,0.19,0.94,[0.96 0.88],[0.94 0.92],[0.95 0.9 ]
21,21,0.17,0.94,[0.97 0.89],[0.95 0.93],[0.96 0.91]
22,22,0.17,0.94,[0.96 0.89],[0.95 0.93],[0.96 0.91]
23,23,0.18,0.94,[0.96 0.89],[0.94 0.92],[0.95 0.9 ]
