,epoch,loss,accuracy,recall,precision,f1
0,0,0.52,0.75,[0.91 0.43],[0.77 0.61],[0.83 0.49]
1,1,0.46,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.63]
2,2,0.43,0.8,[0.9 0.6],[0.82 0.76],[0.86 0.66]
3,3,0.41,0.82,[0.91 0.63],[0.84 0.77],[0.87 0.68]
4,4,0.38,0.83,[0.91 0.67],[0.85 0.79],[0.88 0.71]
5,5,0.35,0.85,[0.92 0.71],[0.87 0.81],[0.89 0.75]
6,6,0.31,0.87,[0.93 0.76],[0.89 0.84],[0.91 0.79]
7,7,0.27,0.89,[0.94 0.8 ],[0.91 0.87],[0.92 0.82]
8,8,0.23,0.91,[0.95 0.83],[0.92 0.89],[0.93 0.85]
9,9,0.19,0.93,[0.96 0.87],[0.94 0.91],[0.95 0.89]
10,10,0.16,0.94,[0.97 0.9 ],[0.95 0.93],[0.96 0.91]
11,11,0.12,0.96,[0.98 0.93],[0.97 0.96],[0.97 0.94]
12,12,0.09,0.98,[0.99 0.95],[0.98 0.97],[0.98 0.96]
13,13,0.09,0.98,[0.99 0.96],[0.98 0.97],[0.98 0.96]
14,14,0.08,0.98,[0.99 0.96],[0.98 0.97],[0.98 0.97]
15,15,0.07,0.98,[0.99 0.96],[0.98 0.98],[0.99 0.97]
16,16,0.05,0.99,[0.99 0.98],[0.99 0.99],[0.99 0.98]
17,17,0.04,0.99,[1.   0.98],[0.99 0.99],[0.99 0.99]
18,18,0.04,0.99,[0.99 0.98],[0.99 0.99],[0.99 0.98]
19,19,0.03,0.99,[1.   0.99],[0.99 0.99],[0.99 0.99]
20,20,0.02,0.99,[1.   0.99],[0.99 1.  ],[1.   0.99]
21,21,0.02,0.99,[1.   0.99],[0.99 0.99],[1.   0.99]
