,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.92 0.31],[0.73 0.53],[0.81 0.36]
1,1,0.47,0.78,[0.9  0.54],[0.8  0.74],[0.85 0.61]
2,2,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
3,3,0.43,0.8,[0.9  0.61],[0.82 0.75],[0.86 0.66]
4,4,0.41,0.81,[0.91 0.63],[0.83 0.77],[0.87 0.68]
5,5,0.4,0.82,[0.91 0.65],[0.84 0.78],[0.87 0.7 ]
6,6,0.37,0.84,[0.91 0.68],[0.85 0.79],[0.88 0.73]
7,7,0.35,0.85,[0.92 0.71],[0.87 0.81],[0.89 0.75]
8,8,0.33,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
9,9,0.3,0.88,[0.93 0.77],[0.89 0.84],[0.91 0.8 ]
10,10,0.28,0.89,[0.94 0.79],[0.9  0.86],[0.92 0.82]
11,11,0.26,0.9,[0.94 0.82],[0.91 0.87],[0.92 0.84]
12,12,0.25,0.9,[0.94 0.82],[0.92 0.88],[0.93 0.85]
13,13,0.23,0.91,[0.95 0.84],[0.93 0.89],[0.94 0.86]
14,14,0.19,0.93,[0.96 0.88],[0.94 0.91],[0.95 0.89]
15,15,0.17,0.94,[0.97 0.9 ],[0.95 0.93],[0.96 0.91]
16,16,0.15,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.93]
17,17,0.13,0.96,[0.97 0.93],[0.96 0.95],[0.97 0.93]
18,18,0.12,0.96,[0.98 0.94],[0.97 0.96],[0.97 0.95]
19,19,0.11,0.97,[0.98 0.94],[0.97 0.96],[0.98 0.95]
20,20,0.08,0.98,[0.99 0.96],[0.98 0.97],[0.98 0.96]
21,21,0.08,0.98,[0.99 0.96],[0.98 0.98],[0.98 0.97]
22,22,0.07,0.98,[0.99 0.97],[0.99 0.97],[0.99 0.97]
