,epoch,loss,accuracy,recall,precision,f1
0,0,0.57,0.72,[0.91 0.34],[0.75 0.41],[0.81 0.35]
1,1,0.47,0.79,[0.87 0.61],[0.82 0.7 ],[0.84 0.64]
2,2,0.45,0.8,[0.88 0.63],[0.83 0.73],[0.85 0.66]
3,3,0.43,0.81,[0.89 0.67],[0.85 0.74],[0.86 0.69]
4,4,0.4,0.83,[0.89 0.71],[0.86 0.76],[0.87 0.72]
5,5,0.37,0.85,[0.9  0.75],[0.88 0.79],[0.89 0.75]
6,6,0.34,0.87,[0.91 0.79],[0.9  0.81],[0.9  0.79]
7,7,0.31,0.88,[0.92 0.82],[0.91 0.83],[0.91 0.81]
8,8,0.28,0.9,[0.93 0.84],[0.92 0.85],[0.92 0.84]
9,9,0.26,0.91,[0.94 0.85],[0.93 0.87],[0.93 0.85]
10,10,0.23,0.93,[0.95 0.88],[0.94 0.89],[0.94 0.88]
11,11,0.2,0.94,[0.96 0.9 ],[0.95 0.91],[0.95 0.9 ]
12,12,0.19,0.94,[0.96 0.91],[0.96 0.91],[0.95 0.9 ]
13,13,0.16,0.95,[0.96 0.92],[0.96 0.92],[0.96 0.91]
14,14,0.15,0.95,[0.97 0.93],[0.97 0.93],[0.97 0.93]
15,15,0.13,0.96,[0.97 0.94],[0.97 0.94],[0.97 0.94]
16,16,0.12,0.96,[0.97 0.94],[0.97 0.95],[0.97 0.94]
17,17,0.11,0.97,[0.98 0.95],[0.97 0.95],[0.97 0.95]
18,18,0.1,0.97,[0.98 0.95],[0.98 0.95],[0.98 0.95]
19,19,0.09,0.97,[0.98 0.96],[0.98 0.96],[0.98 0.95]
20,20,0.09,0.97,[0.98 0.96],[0.98 0.96],[0.98 0.96]
21,21,0.08,0.98,[0.98 0.96],[0.98 0.97],[0.98 0.96]
