,epoch,loss,accuracy,recall,precision,f1
0,0,0.66,0.63,[0.87 0.15],[0.67 0.36],[0.73 0.15]
1,1,0.6,0.71,[0.97 0.17],[0.7  0.66],[0.81 0.26]
2,2,0.57,0.73,[0.95 0.28],[0.73 0.71],[0.82 0.38]
3,3,0.54,0.75,[0.93 0.36],[0.75 0.72],[0.83 0.47]
4,4,0.52,0.76,[0.92 0.43],[0.77 0.72],[0.83 0.52]
5,5,0.5,0.77,[0.92 0.47],[0.78 0.73],[0.84 0.55]
6,6,0.48,0.78,[0.91 0.51],[0.79 0.73],[0.84 0.59]
7,7,0.47,0.79,[0.91 0.52],[0.8  0.75],[0.85 0.6 ]
8,8,0.46,0.79,[0.91 0.54],[0.8  0.74],[0.85 0.61]
9,9,0.45,0.8,[0.91 0.57],[0.81 0.75],[0.85 0.63]
10,10,0.44,0.8,[0.91 0.57],[0.82 0.75],[0.86 0.64]
11,11,0.43,0.8,[0.91 0.58],[0.82 0.76],[0.86 0.65]
12,12,0.42,0.81,[0.92 0.59],[0.82 0.77],[0.86 0.66]
13,13,0.42,0.82,[0.92 0.61],[0.83 0.78],[0.87 0.67]
14,14,0.41,0.82,[0.92 0.62],[0.83 0.78],[0.87 0.68]
15,15,0.4,0.82,[0.92 0.63],[0.84 0.79],[0.87 0.69]
16,16,0.4,0.83,[0.92 0.64],[0.84 0.79],[0.87 0.69]
17,17,0.39,0.83,[0.92 0.64],[0.84 0.79],[0.88 0.7 ]
18,18,0.38,0.83,[0.92 0.64],[0.84 0.8 ],[0.88 0.7 ]
19,19,0.38,0.83,[0.92 0.65],[0.85 0.8 ],[0.88 0.71]
20,20,0.37,0.84,[0.93 0.66],[0.85 0.82],[0.89 0.72]
21,21,0.36,0.85,[0.93 0.68],[0.85 0.81],[0.89 0.73]
22,22,0.36,0.85,[0.93 0.68],[0.86 0.82],[0.89 0.73]
23,23,0.35,0.85,[0.93 0.69],[0.86 0.83],[0.89 0.74]
24,24,0.35,0.86,[0.93 0.7 ],[0.87 0.83],[0.9  0.75]
25,25,0.34,0.86,[0.94 0.7 ],[0.86 0.84],[0.9  0.75]
26,26,0.33,0.86,[0.94 0.72],[0.87 0.84],[0.9  0.76]
27,27,0.33,0.86,[0.94 0.71],[0.87 0.85],[0.9  0.76]
28,28,0.32,0.87,[0.94 0.73],[0.88 0.85],[0.91 0.78]
29,29,0.32,0.87,[0.94 0.72],[0.87 0.85],[0.9  0.77]
30,30,0.31,0.87,[0.94 0.74],[0.88 0.86],[0.91 0.78]
31,31,0.3,0.88,[0.94 0.75],[0.89 0.87],[0.91 0.8 ]
32,32,0.3,0.88,[0.94 0.76],[0.89 0.86],[0.91 0.8 ]
33,33,0.3,0.89,[0.95 0.76],[0.89 0.87],[0.92 0.8 ]
