,epoch,loss,accuracy,recall,precision,f1
0,0,0.67,0.67,[1. 0.],[0.67 0.04],[0.8  0.01]
1,1,0.63,0.67,[1. 0.],[0.67 0.  ],[0.8 0. ]
2,2,0.58,0.69,[0.98 0.11],[0.69 0.53],[0.81 0.16]
3,3,0.53,0.74,[0.91 0.37],[0.75 0.67],[0.82 0.47]
4,4,0.51,0.75,[0.9  0.45],[0.77 0.69],[0.83 0.54]
5,5,0.49,0.77,[0.9  0.49],[0.78 0.71],[0.84 0.57]
6,6,0.48,0.77,[0.9  0.51],[0.79 0.71],[0.84 0.59]
7,7,0.47,0.78,[0.9  0.52],[0.8  0.72],[0.84 0.6 ]
8,8,0.47,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.61]
9,9,0.46,0.78,[0.9  0.54],[0.8  0.73],[0.85 0.62]
10,10,0.46,0.79,[0.9  0.55],[0.8  0.73],[0.85 0.62]
11,11,0.45,0.79,[0.9  0.56],[0.81 0.74],[0.85 0.63]
12,12,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
13,13,0.45,0.8,[0.9  0.57],[0.81 0.74],[0.86 0.64]
14,14,0.45,0.8,[0.9  0.58],[0.81 0.74],[0.86 0.64]
15,15,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.86 0.65]
16,16,0.44,0.8,[0.9  0.58],[0.82 0.75],[0.86 0.65]
17,17,0.44,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.65]
18,18,0.43,0.8,[0.9  0.59],[0.82 0.75],[0.86 0.66]
19,19,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.66]
20,20,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.67]
21,21,0.43,0.81,[0.91 0.6 ],[0.82 0.76],[0.86 0.67]
22,22,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
23,23,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
24,24,0.42,0.81,[0.91 0.62],[0.83 0.76],[0.86 0.68]
25,25,0.42,0.81,[0.91 0.62],[0.83 0.76],[0.87 0.68]
26,26,0.42,0.81,[0.91 0.62],[0.83 0.77],[0.87 0.68]
27,27,0.41,0.81,[0.91 0.62],[0.83 0.77],[0.87 0.68]
28,28,0.41,0.82,[0.91 0.63],[0.83 0.77],[0.87 0.69]
29,29,0.41,0.82,[0.91 0.63],[0.83 0.77],[0.87 0.69]
30,30,0.41,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.69]
31,31,0.4,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.7 ]
32,32,0.4,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.7 ]
33,33,0.4,0.82,[0.91 0.65],[0.84 0.78],[0.87 0.7 ]
34,34,0.4,0.82,[0.91 0.65],[0.84 0.78],[0.87 0.7 ]
35,35,0.39,0.83,[0.91 0.66],[0.84 0.78],[0.87 0.71]
