,epoch,loss,accuracy,recall,precision,f1
0,0,0.59,0.7,[0.95 0.2 ],[0.71 0.37],[0.81 0.24]
1,1,0.48,0.77,[0.9  0.51],[0.79 0.72],[0.84 0.59]
2,2,0.46,0.79,[0.9  0.56],[0.81 0.73],[0.85 0.63]
3,3,0.44,0.8,[0.9  0.59],[0.82 0.74],[0.86 0.65]
4,4,0.43,0.81,[0.9  0.61],[0.83 0.76],[0.86 0.67]
5,5,0.41,0.82,[0.91 0.63],[0.83 0.77],[0.87 0.69]
6,6,0.4,0.82,[0.91 0.65],[0.84 0.78],[0.87 0.7 ]
7,7,0.39,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.72]
8,8,0.37,0.84,[0.91 0.69],[0.86 0.79],[0.88 0.73]
9,9,0.35,0.85,[0.92 0.71],[0.87 0.8 ],[0.89 0.75]
10,10,0.34,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
11,11,0.32,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.79]
12,12,0.3,0.88,[0.93 0.78],[0.9  0.84],[0.91 0.81]
13,13,0.28,0.89,[0.93 0.79],[0.9  0.85],[0.92 0.82]
14,14,0.28,0.89,[0.94 0.8 ],[0.91 0.86],[0.92 0.82]
15,15,0.27,0.9,[0.94 0.81],[0.91 0.87],[0.92 0.83]
16,16,0.24,0.91,[0.94 0.83],[0.92 0.88],[0.93 0.85]
17,17,0.22,0.92,[0.95 0.85],[0.93 0.9 ],[0.94 0.87]
18,18,0.21,0.93,[0.95 0.87],[0.94 0.91],[0.95 0.88]
19,19,0.21,0.92,[0.95 0.86],[0.94 0.9 ],[0.94 0.88]
20,20,0.21,0.92,[0.95 0.86],[0.93 0.9 ],[0.94 0.87]
21,21,0.18,0.94,[0.96 0.89],[0.95 0.92],[0.95 0.9 ]
