,epoch,loss,accuracy,recall,precision,f1
0,0,0.63,0.66,[0.97 0.05],[0.68 0.16],[0.78 0.06]
1,1,0.53,0.73,[0.91 0.38],[0.75 0.65],[0.82 0.46]
2,2,0.49,0.76,[0.89 0.51],[0.79 0.69],[0.83 0.58]
3,3,0.47,0.78,[0.88 0.57],[0.81 0.7 ],[0.84 0.62]
4,4,0.46,0.79,[0.89 0.59],[0.81 0.71],[0.85 0.64]
5,5,0.45,0.79,[0.89 0.59],[0.82 0.72],[0.85 0.65]
6,6,0.44,0.8,[0.89 0.6 ],[0.82 0.73],[0.85 0.65]
7,7,0.44,0.8,[0.9 0.6],[0.82 0.74],[0.86 0.66]
8,8,0.43,0.8,[0.9  0.61],[0.82 0.74],[0.86 0.66]
9,9,0.42,0.81,[0.9  0.62],[0.83 0.75],[0.86 0.67]
10,10,0.42,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.67]
11,11,0.41,0.81,[0.9  0.63],[0.83 0.75],[0.86 0.68]
12,12,0.41,0.82,[0.9  0.65],[0.84 0.75],[0.87 0.69]
13,13,0.4,0.82,[0.9  0.66],[0.84 0.76],[0.87 0.7 ]
14,14,0.39,0.82,[0.9  0.67],[0.85 0.76],[0.87 0.71]
15,15,0.38,0.83,[0.9  0.69],[0.86 0.77],[0.88 0.72]
16,16,0.38,0.83,[0.9  0.69],[0.86 0.77],[0.88 0.72]
17,17,0.37,0.84,[0.9 0.7],[0.86 0.78],[0.88 0.73]
18,18,0.36,0.84,[0.9  0.72],[0.87 0.79],[0.88 0.74]
19,19,0.34,0.85,[0.91 0.73],[0.88 0.79],[0.89 0.76]
20,20,0.33,0.86,[0.91 0.75],[0.88 0.8 ],[0.89 0.77]
21,21,0.32,0.86,[0.91 0.75],[0.88 0.81],[0.9  0.78]
22,22,0.31,0.87,[0.92 0.77],[0.89 0.82],[0.9  0.79]
23,23,0.3,0.87,[0.91 0.77],[0.89 0.82],[0.9  0.79]
24,24,0.29,0.88,[0.92 0.79],[0.9  0.83],[0.91 0.8 ]
25,25,0.28,0.88,[0.92 0.8 ],[0.9  0.83],[0.91 0.81]
26,26,0.27,0.89,[0.93 0.8 ],[0.91 0.84],[0.92 0.82]
