,epoch,loss,accuracy,recall,precision,f1
0,0,0.56,0.72,[0.93 0.29],[0.73 0.49],[0.82 0.34]
1,1,0.47,0.78,[0.9  0.55],[0.8  0.72],[0.85 0.62]
2,2,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.85 0.65]
3,3,0.43,0.81,[0.9  0.61],[0.83 0.75],[0.86 0.67]
4,4,0.41,0.81,[0.9  0.64],[0.84 0.76],[0.87 0.69]
5,5,0.39,0.83,[0.91 0.66],[0.85 0.78],[0.87 0.71]
6,6,0.36,0.84,[0.91 0.7 ],[0.86 0.8 ],[0.89 0.74]
7,7,0.34,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
8,8,0.3,0.88,[0.93 0.77],[0.89 0.84],[0.91 0.8 ]
9,9,0.27,0.89,[0.94 0.8 ],[0.91 0.86],[0.92 0.83]
10,10,0.24,0.91,[0.94 0.84],[0.92 0.88],[0.93 0.86]
11,11,0.24,0.91,[0.94 0.84],[0.92 0.88],[0.93 0.85]
12,12,0.2,0.93,[0.95 0.87],[0.94 0.9 ],[0.94 0.88]
13,13,0.17,0.94,[0.96 0.9 ],[0.95 0.92],[0.96 0.91]
14,14,0.17,0.94,[0.96 0.9 ],[0.95 0.92],[0.96 0.91]
15,15,0.17,0.94,[0.96 0.89],[0.95 0.92],[0.95 0.9 ]
16,16,0.14,0.96,[0.97 0.92],[0.96 0.94],[0.97 0.93]
17,17,0.1,0.97,[0.98 0.95],[0.98 0.96],[0.98 0.95]
18,18,0.08,0.98,[0.99 0.97],[0.98 0.97],[0.98 0.97]
19,19,0.07,0.98,[0.99 0.97],[0.99 0.98],[0.99 0.97]
20,20,0.06,0.98,[0.99 0.97],[0.99 0.98],[0.99 0.98]
21,21,0.06,0.99,[0.99 0.98],[0.99 0.98],[0.99 0.98]
