,epoch,loss,accuracy,recall,precision,f1
0,0,0.59,0.69,[0.96 0.14],[0.7  0.21],[0.81 0.16]
1,1,0.5,0.76,[0.86 0.53],[0.79 0.66],[0.83 0.58]
2,2,0.48,0.77,[0.88 0.56],[0.8  0.68],[0.84 0.6 ]
3,3,0.47,0.78,[0.89 0.56],[0.81 0.71],[0.84 0.62]
4,4,0.46,0.78,[0.89 0.58],[0.81 0.71],[0.84 0.63]
5,5,0.45,0.79,[0.89 0.58],[0.81 0.72],[0.85 0.63]
6,6,0.44,0.79,[0.89 0.6 ],[0.82 0.72],[0.85 0.65]
7,7,0.43,0.8,[0.89 0.61],[0.83 0.73],[0.86 0.66]
8,8,0.42,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.67]
9,9,0.41,0.81,[0.9  0.64],[0.84 0.75],[0.87 0.69]
10,10,0.4,0.82,[0.9  0.66],[0.85 0.76],[0.87 0.7 ]
11,11,0.38,0.83,[0.9  0.68],[0.85 0.78],[0.88 0.72]
12,12,0.37,0.84,[0.91 0.7 ],[0.86 0.79],[0.88 0.74]
13,13,0.36,0.85,[0.91 0.71],[0.87 0.8 ],[0.89 0.75]
14,14,0.35,0.86,[0.92 0.73],[0.88 0.81],[0.89 0.76]
15,15,0.33,0.86,[0.92 0.76],[0.89 0.82],[0.9  0.78]
16,16,0.32,0.87,[0.92 0.77],[0.89 0.83],[0.91 0.8 ]
17,17,0.3,0.88,[0.93 0.78],[0.9  0.84],[0.91 0.8 ]
18,18,0.29,0.89,[0.93 0.8 ],[0.9  0.85],[0.92 0.82]
19,19,0.27,0.9,[0.94 0.81],[0.91 0.87],[0.92 0.84]
20,20,0.26,0.91,[0.94 0.83],[0.92 0.88],[0.93 0.85]
21,21,0.25,0.91,[0.95 0.84],[0.92 0.88],[0.93 0.86]
22,22,0.24,0.92,[0.95 0.84],[0.93 0.9 ],[0.94 0.87]
