,epoch,loss,accuracy,recall,precision,f1
0,0,0.61,0.68,[0.96 0.11],[0.69 0.26],[0.8  0.14]
1,1,0.49,0.76,[0.9  0.49],[0.78 0.7 ],[0.84 0.57]
2,2,0.46,0.79,[0.91 0.56],[0.81 0.74],[0.85 0.63]
3,3,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.86 0.65]
4,4,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.66]
5,5,0.42,0.81,[0.9  0.61],[0.83 0.76],[0.86 0.67]
6,6,0.41,0.82,[0.91 0.63],[0.83 0.77],[0.87 0.69]
7,7,0.4,0.82,[0.91 0.65],[0.84 0.78],[0.87 0.7 ]
8,8,0.38,0.83,[0.91 0.67],[0.85 0.79],[0.88 0.72]
9,9,0.37,0.84,[0.91 0.69],[0.86 0.8 ],[0.88 0.74]
10,10,0.35,0.85,[0.92 0.71],[0.86 0.81],[0.89 0.75]
11,11,0.34,0.86,[0.92 0.73],[0.87 0.82],[0.9  0.77]
12,12,0.32,0.86,[0.92 0.75],[0.88 0.83],[0.9  0.78]
13,13,0.31,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.79]
14,14,0.29,0.88,[0.93 0.78],[0.89 0.85],[0.91 0.81]
15,15,0.27,0.89,[0.94 0.8 ],[0.9  0.86],[0.92 0.82]
16,16,0.26,0.9,[0.94 0.81],[0.91 0.87],[0.92 0.84]
17,17,0.25,0.9,[0.94 0.82],[0.91 0.88],[0.93 0.85]
18,18,0.25,0.9,[0.94 0.83],[0.92 0.87],[0.93 0.85]
19,19,0.24,0.9,[0.94 0.83],[0.92 0.88],[0.93 0.85]
20,20,0.23,0.91,[0.94 0.85],[0.93 0.89],[0.93 0.86]
21,21,0.21,0.92,[0.95 0.86],[0.93 0.89],[0.94 0.88]
22,22,0.2,0.93,[0.95 0.87],[0.94 0.9 ],[0.95 0.89]
