,epoch,loss,accuracy,recall,precision,f1
0,0,0.58,0.69,[0.91 0.25],[0.71 0.41],[0.79 0.29]
1,1,0.48,0.78,[0.9  0.52],[0.8  0.73],[0.84 0.6 ]
2,2,0.45,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.63]
3,3,0.44,0.8,[0.91 0.59],[0.82 0.75],[0.86 0.65]
4,4,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
5,5,0.41,0.82,[0.91 0.64],[0.84 0.77],[0.87 0.69]
6,6,0.39,0.83,[0.91 0.66],[0.84 0.78],[0.87 0.71]
7,7,0.37,0.83,[0.91 0.68],[0.85 0.79],[0.88 0.72]
8,8,0.36,0.85,[0.91 0.71],[0.86 0.8 ],[0.89 0.74]
9,9,0.34,0.86,[0.92 0.73],[0.88 0.82],[0.9  0.77]
10,10,0.31,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.79]
11,11,0.29,0.88,[0.93 0.79],[0.9  0.85],[0.91 0.81]
12,12,0.29,0.89,[0.93 0.8 ],[0.9  0.85],[0.92 0.82]
13,13,0.28,0.89,[0.93 0.8 ],[0.91 0.86],[0.92 0.82]
14,14,0.25,0.91,[0.94 0.83],[0.92 0.88],[0.93 0.85]
15,15,0.22,0.92,[0.95 0.86],[0.93 0.9 ],[0.94 0.87]
16,16,0.2,0.93,[0.96 0.88],[0.94 0.91],[0.95 0.89]
17,17,0.18,0.94,[0.96 0.9 ],[0.95 0.92],[0.96 0.91]
18,18,0.17,0.94,[0.96 0.9 ],[0.95 0.92],[0.96 0.91]
19,19,0.16,0.95,[0.97 0.91],[0.96 0.94],[0.96 0.92]
20,20,0.16,0.94,[0.96 0.9 ],[0.95 0.93],[0.96 0.91]
21,21,0.15,0.95,[0.97 0.91],[0.96 0.93],[0.96 0.92]
