,epoch,loss,accuracy,recall,precision,f1
0,0,0.64,0.64,[0.91 0.09],[0.63 0.16],[0.74 0.06]
1,1,0.52,0.75,[0.91 0.42],[0.76 0.69],[0.83 0.5 ]
2,2,0.48,0.78,[0.9  0.53],[0.8  0.73],[0.85 0.61]
3,3,0.46,0.79,[0.9  0.57],[0.81 0.74],[0.85 0.64]
4,4,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.86 0.65]
5,5,0.43,0.8,[0.9 0.6],[0.82 0.75],[0.86 0.66]
6,6,0.42,0.81,[0.9  0.61],[0.83 0.76],[0.86 0.67]
7,7,0.41,0.82,[0.91 0.63],[0.84 0.77],[0.87 0.69]
8,8,0.4,0.82,[0.91 0.66],[0.84 0.78],[0.87 0.71]
9,9,0.39,0.83,[0.91 0.67],[0.85 0.78],[0.88 0.72]
10,10,0.38,0.84,[0.91 0.68],[0.86 0.79],[0.88 0.73]
11,11,0.37,0.84,[0.91 0.7 ],[0.86 0.8 ],[0.89 0.74]
12,12,0.35,0.85,[0.91 0.71],[0.87 0.8 ],[0.89 0.75]
13,13,0.34,0.86,[0.92 0.73],[0.87 0.81],[0.89 0.77]
14,14,0.33,0.86,[0.92 0.74],[0.88 0.82],[0.9  0.77]
15,15,0.32,0.87,[0.92 0.76],[0.89 0.82],[0.9  0.78]
16,16,0.31,0.87,[0.92 0.76],[0.89 0.83],[0.9  0.79]
17,17,0.3,0.88,[0.93 0.78],[0.9  0.84],[0.91 0.81]
18,18,0.28,0.89,[0.93 0.79],[0.9  0.85],[0.92 0.82]
19,19,0.28,0.89,[0.93 0.81],[0.91 0.86],[0.92 0.83]
20,20,0.27,0.89,[0.94 0.81],[0.91 0.86],[0.92 0.83]
21,21,0.26,0.9,[0.94 0.82],[0.91 0.87],[0.92 0.84]
22,22,0.24,0.91,[0.94 0.84],[0.92 0.88],[0.93 0.86]
23,23,0.23,0.92,[0.95 0.85],[0.93 0.89],[0.94 0.87]
