,epoch,loss,accuracy,recall,precision,f1
0,0,0.59,0.68,[0.93 0.18],[0.68 0.29],[0.78 0.19]
1,1,0.5,0.76,[0.87 0.53],[0.79 0.67],[0.83 0.58]
2,2,0.47,0.78,[0.88 0.55],[0.8 0.7],[0.84 0.61]
3,3,0.46,0.78,[0.89 0.56],[0.81 0.71],[0.84 0.62]
4,4,0.45,0.79,[0.9  0.57],[0.81 0.73],[0.85 0.63]
5,5,0.44,0.8,[0.9  0.58],[0.82 0.74],[0.85 0.64]
6,6,0.43,0.8,[0.9  0.59],[0.82 0.74],[0.86 0.65]
7,7,0.42,0.81,[0.91 0.61],[0.83 0.76],[0.86 0.67]
8,8,0.4,0.82,[0.91 0.64],[0.84 0.78],[0.87 0.7 ]
9,9,0.39,0.84,[0.92 0.65],[0.85 0.81],[0.88 0.71]
10,10,0.37,0.85,[0.92 0.69],[0.86 0.82],[0.89 0.74]
11,11,0.34,0.86,[0.93 0.72],[0.87 0.83],[0.9  0.76]
12,12,0.32,0.87,[0.93 0.74],[0.88 0.84],[0.9  0.78]
13,13,0.31,0.88,[0.94 0.75],[0.89 0.86],[0.91 0.79]
14,14,0.29,0.89,[0.94 0.78],[0.9  0.86],[0.92 0.81]
15,15,0.27,0.89,[0.94 0.79],[0.9  0.87],[0.92 0.82]
16,16,0.25,0.9,[0.95 0.81],[0.91 0.88],[0.93 0.84]
17,17,0.24,0.91,[0.95 0.82],[0.92 0.89],[0.93 0.85]
18,18,0.23,0.91,[0.95 0.84],[0.92 0.9 ],[0.94 0.86]
19,19,0.21,0.92,[0.95 0.85],[0.93 0.9 ],[0.94 0.87]
20,20,0.2,0.93,[0.96 0.86],[0.93 0.91],[0.94 0.88]
21,21,0.18,0.93,[0.97 0.87],[0.94 0.93],[0.95 0.89]
22,22,0.17,0.94,[0.97 0.88],[0.94 0.93],[0.95 0.9 ]
