,epoch,loss,accuracy,recall,precision,f1
0,0,0.59,0.7,[0.95 0.19],[0.71 0.32],[0.81 0.22]
1,1,0.48,0.77,[0.87 0.58],[0.81 0.69],[0.84 0.62]
2,2,0.45,0.79,[0.88 0.6 ],[0.82 0.71],[0.85 0.65]
3,3,0.44,0.8,[0.89 0.62],[0.83 0.73],[0.86 0.67]
4,4,0.42,0.81,[0.89 0.63],[0.83 0.74],[0.86 0.68]
5,5,0.4,0.82,[0.9  0.67],[0.85 0.76],[0.87 0.7 ]
6,6,0.38,0.83,[0.9 0.7],[0.86 0.77],[0.88 0.73]
7,7,0.36,0.85,[0.91 0.73],[0.87 0.79],[0.89 0.75]
8,8,0.33,0.86,[0.91 0.76],[0.89 0.8 ],[0.9  0.78]
9,9,0.29,0.88,[0.92 0.8 ],[0.91 0.84],[0.91 0.82]
10,10,0.28,0.89,[0.92 0.82],[0.92 0.84],[0.92 0.83]
11,11,0.25,0.91,[0.93 0.85],[0.93 0.86],[0.93 0.85]
12,12,0.23,0.91,[0.93 0.86],[0.93 0.87],[0.93 0.86]
13,13,0.2,0.93,[0.95 0.89],[0.95 0.89],[0.95 0.89]
14,14,0.18,0.93,[0.95 0.9 ],[0.95 0.9 ],[0.95 0.9 ]
15,15,0.17,0.94,[0.96 0.91],[0.96 0.91],[0.96 0.91]
16,16,0.16,0.95,[0.96 0.92],[0.96 0.92],[0.96 0.92]
17,17,0.14,0.95,[0.97 0.93],[0.96 0.93],[0.97 0.93]
18,18,0.13,0.95,[0.97 0.93],[0.96 0.94],[0.97 0.93]
19,19,0.13,0.96,[0.97 0.93],[0.97 0.93],[0.97 0.93]
20,20,0.11,0.96,[0.97 0.94],[0.97 0.95],[0.97 0.94]
21,21,0.11,0.96,[0.98 0.94],[0.97 0.95],[0.97 0.94]
